,orig_lambda_H_D,orig_lambda_ICU_D,new_lambda_H_D,new_lambda_ICU_D,penalty,rse,age_group
50,0.004350736278447122,0.002959927140255009,0.004208125542689252,0.0037038650754550127,100000.0,2.335465890650984,age_group_50_59
51,0.004350736278447122,0.002959927140255009,0.004367505227666845,0.003046144040631486,1000000.0,2.3578889562989995,age_group_50_59
52,0.004350736278447122,0.002959927140255009,0.004354982223163276,0.002969365114747025,10000000.0,2.3609856245521166,age_group_50_59
53,0.004350736278447122,0.002959927140255009,0.004351201836088259,0.0029608807638798625,100000000.0,2.3613992141112106,age_group_50_59
54,0.008433734939759036,0.005737704918032787,0.004143542723494838,0.01790562562096263,0.0,4.612365358764177,age_group_60_69
55,0.008433734939759036,0.005737704918032787,0.004139826035612348,0.01792127756672135,10.0,4.611755462051802,age_group_60_69
56,0.008433734939759036,0.005737704918032787,0.004105815932013771,0.0180639864274176,100.0,4.606168644842254,age_group_60_69
57,0.008433734939759036,0.005737704918032787,0.003703894475192726,0.019686533840681607,1000.0,4.539181282982085,age_group_60_69
58,0.008433734939759036,0.005737704918032787,0.0013824387123905933,0.02350486639933208,10000.0,4.085844427779939,age_group_60_69
59,0.008433734939759036,0.005737704918032787,0.005734561969802324,0.008118023214031343,100000.0,4.957020134528,age_group_60_69
60,0.008433734939759036,0.005737704918032787,0.007162904559932026,0.0057205436467284996,1000000.0,5.225158958737413,age_group_60_69
61,0.008433734939759036,0.005737704918032787,0.00817634510437803,0.005700449908218119,10000000.0,5.584871677294279,age_group_60_69
62,0.008433734939759036,0.005737704918032787,0.008404921296879194,0.0057331348713866555,100000000.0,5.697780453837349,age_group_60_69
63,0.014056224899598393,0.009562841530054643,0.004247576557903783,0.04901329059066524,0.0,9.071973886013772,age_group_70_79
64,0.014056224899598393,0.009562841530054643,0.004244110557141561,0.04903535565096621,10.0,9.0711617093597,age_group_70_79
65,0.014056224899598393,0.009562841530054643,0.004212306247474189,0.04923763714889915,100.0,9.063711601736872,age_group_70_79
66,0.014056224899598393,0.009562841530054643,0.0038201794772150677,0.051692263215213675,1000.0,8.972031843492536,age_group_70_79
67,0.014056224899598393,0.009562841530054643,0.003471933385309497,0.04313098979772872,10000.0,9.00785900546687,age_group_70_79
68,0.014056224899598393,0.009562841530054643,0.008422102396348904,0.013230575813771907,100000.0,10.269278780747195,age_group_70_79
69,0.014056224899598393,0.009562841530054643,0.010681067298244928,0.00950255793300018,1000000.0,10.746987910978131,age_group_70_79
70,0.014056224899598393,0.009562841530054643,0.013282571168147605,0.009488587065659611,10000000.0,12.016383162926452,age_group_70_79
71,0.014056224899598393,0.009562841530054643,0.013967197240568432,0.00955358566961452,100000000.0,12.485718541038425,age_group_70_79
72,0.02115127175368139,0.014389799635701275,0.009741165388811713,0.1737628959206469,0.0,25.727452799238808,age_group_80_plus
73,0.02115127175368139,0.014389799635701275,0.009806270140261497,0.1696457896066869,10.0,25.72757711008443,age_group_80_plus
74,0.02115127175368139,0.014389799635701275,0.010269522678573817,0.1403527906568383,100.0,25.73564107382976,age_group_80_plus
75,0.02115127175368139,0.014389799635701275,0.011573762422258903,0.05795861116319456,1000.0,25.82566068210408,age_group_80_plus
76,0.02115127175368139,0.014389799635701275,0.012189985473915123,0.02005129476589678,10000.0,25.900261479440548,age_group_80_plus
77,0.02115127175368139,0.014389799635701275,0.012438284163418882,0.014852009964176892,100000.0,25.91518478754324,age_group_80_plus
78,0.02115127175368139,0.014389799635701275,0.013819375859594356,0.0143340867369372,1000000.0,26.132760680926996,age_group_80_plus
79,0.02115127175368139,0.014389799635701275,0.01830643839786312,0.01435084373420624,10000000.0,29.042663627628105,age_group_80_plus
80,0.02115127175368139,0.014389799635701275,0.020751690899042306,0.014384080101420452,100000000.0,31.792731193510303,age_group_80_plus
