,orig_lambda_H_D,orig_lambda_ICU_D,new_lambda_H_D,new_lambda_ICU_D,penalty,rse,age_group
43,0.002208835341365462,0.0015027322404371584,0.0022049804004588536,0.0015001096167056133,10000000.0,0.6183647331783823,age_group_40_49
44,0.002208835341365462,0.0015027322404371584,0.00220844349490723,0.0015024656563713118,100000000.0,0.6186808210175437,age_group_40_49
45,0.004350736278447122,0.002959927140255009,0.0023255056662605336,0.0015821063139313466,0.0,1.3157280089076315,age_group_50_59
46,0.004350736278447122,0.002959927140255009,0.0023255845151850087,0.0015821599570520959,10.0,1.31572800980898,age_group_50_59
47,0.004350736278447122,0.002959927140255009,0.002326293879370279,0.0015826425572765012,100.0,1.31572809774999,age_group_50_59
48,0.004350736278447122,0.002959927140255009,0.002333360284544895,0.0015874500296493958,1000.0,1.3157368189932188,age_group_50_59
49,0.004350736278447122,0.002959927140255009,0.0024014026284005204,0.0016337411324364197,10000.0,1.3165502219085243,age_group_50_59
50,0.004350736278447122,0.002959927140255009,0.0028930520971523124,0.0019682239677347698,100000.0,1.3609416358591462,age_group_50_59
51,0.004350736278447122,0.002959927140255009,0.0039368708768918815,0.0026783629736231653,1000000.0,1.6452015989029054,age_group_50_59
52,0.004350736278447122,0.002959927140255009,0.0043000182109206335,0.0029254222254623983,10000000.0,1.7877212787445593,age_group_50_59
53,0.004350736278447122,0.002959927140255009,0.004345543046349237,0.002956394039729399,100000000.0,1.8067296196466045,age_group_50_59
54,0.008433734939759036,0.005737704918032787,0.0028109016534821835,0.0019123347314673872,0.0,1.954275397550436,age_group_60_69
55,0.008433734939759036,0.005737704918032787,0.0028110047743872867,0.0019124048874929898,10.0,1.9542753995100808,age_group_60_69
56,0.008433734939759036,0.005737704918032787,0.0028119326918334265,0.0019130361755915935,100.0,1.9542756123829914,age_group_60_69
57,0.008433734939759036,0.005737704918032787,0.002821195049448158,0.0019193376156081729,1000.0,1.954296998660318,age_group_60_69
58,0.008433734939759036,0.005737704918032787,0.0029121671827922226,0.001981228493211102,10000.0,1.9563667695702398,age_group_60_69
59,0.008433734939759036,0.005737704918032787,0.0036823122466574606,0.0025051796432177804,100000.0,2.103536870203539,age_group_60_69
60,0.008433734939759036,0.005737704918032787,0.006449674697273927,0.004387893441587999,1000000.0,3.7921310231405254,age_group_60_69
61,0.008433734939759036,0.005737704918032787,0.008142995432257726,0.005539906728503207,10000000.0,5.147486459714741,age_group_60_69
62,0.008433734939759036,0.005737704918032787,0.008403237507122265,0.005716956664681541,100000000.0,5.363232313101564,age_group_60_69
63,0.014056224899598393,0.009562841530054643,0.003501789514087305,0.0023823649972889035,0.0,2.960128873017285,age_group_70_79
64,0.014056224899598393,0.009562841530054643,0.00350192104775099,0.002382454483306001,10.0,2.9601288761867477,age_group_70_79
65,0.014056224899598393,0.009562841530054643,0.003503104702340655,0.0023832597565104454,100.0,2.9601292133564296,age_group_70_79
66,0.014056224899598393,0.009562841530054643,0.0035149266647101084,0.0023913025669749094,1000.0,2.9601630646518498,age_group_70_79
67,0.014056224899598393,0.009562841530054643,0.0036317056558848922,0.0024707505691675905,10000.0,2.9634731193099384,age_group_70_79
68,0.014056224899598393,0.009562841530054643,0.004671380785709179,0.003178070534539851,100000.0,3.219942748057625,age_group_70_79
69,0.014056224899598393,0.009562841530054643,0.009357548691057649,0.006366201158670367,1000000.0,7.000824191150762,age_group_70_79
70,0.014056224899598393,0.009562841530054643,0.013272237613841146,0.009029473130727992,10000000.0,10.991561430762333,age_group_70_79
71,0.014056224899598393,0.009562841530054643,0.013972205117600417,0.009505680530826512,100000000.0,11.723678773647185,age_group_70_79
72,0.02115127175368139,0.014389799635701275,0.004935511409366014,0.003357765958830977,0.0,8.158854953730671,age_group_80_plus
73,0.02115127175368139,0.014389799635701275,0.004935582311735495,0.0033578141956889028,10.0,8.158854954616013,age_group_80_plus
74,0.02115127175368139,0.014389799635701275,0.0049362204028811476,0.0033582483068781577,100.0,8.158855055339375,age_group_80_plus
75,0.02115127175368139,0.014389799635701275,0.004942598554009518,0.003362587540842541,1000.0,8.15886523731593,age_group_80_plus
76,0.02115127175368139,0.014389799635701275,0.005006105174362147,0.0034057928645250674,10000.0,8.159876503267894,age_group_80_plus
77,0.02115127175368139,0.014389799635701275,0.005614832804388576,0.003819927235772556,100000.0,8.252927543748672,age_group_80_plus
78,0.02115127175368139,0.014389799635701275,0.009868732744851607,0.006713973916579373,1000000.0,12.165017161979565,age_group_80_plus
79,0.02115127175368139,0.014389799635701275,0.01813294865932337,0.012336350317408524,10000000.0,25.48094098328995,age_group_80_plus
80,0.02115127175368139,0.014389799635701275,0.0207886966707881,0.01414312970225748,100000000.0,30.123005808142203,age_group_80_plus
