,deaths,delta_schooling,economics_value,heuristic,icus,reward,testing,tests,xi
0,64423.93478812939,0.5,45707548332.70113,linearization_heuristic,2000,35867747168.56903,linearization_heuristic,0,37199.03
1,64423.93478812939,0.5,45707548332.70113,linearization_heuristic,2000,35867747168.56903,linearization_heuristic,60000,37199.03
2,62085.8932980572,0.5,45716994801.1896,linearization_heuristic,2500,37242296584.25361,linearization_heuristic,0,37199.03
3,62085.8932980572,0.5,45716994801.1896,linearization_heuristic,2500,37242296584.25361,linearization_heuristic,60000,37199.03
4,64423.93478812939,0.5,45707548332.70113,linearization_heuristic,2000,-33630981435.579353,linearization_heuristic,0,1115970.9
5,64423.93478812939,0.5,45707548332.70113,linearization_heuristic,2000,-33630981435.579353,linearization_heuristic,60000,1115970.9
6,62085.8932980572,0.5,45716994801.1896,linearization_heuristic,2500,-29734218629.512005,linearization_heuristic,0,1115970.9
7,62085.8932980572,0.5,45716994801.1896,linearization_heuristic,2500,-29734218629.512005,linearization_heuristic,60000,1115970.9
